Effective Date,County,Trade Title,Region,Type,Class,Base Wage,Foreman Wage,OT M-F,OT Sa,OT Su,OT Hol,H/W,Pension,Vacation,Training,Other Fringe Benefit
4/5/2019,Edgar,CARPENTER,All,BLD,,36.49,38.74,1.5,1.5,2,2,8.55,13.25,0.00,0.54,0.00
8/15/2018,Edgar,CARPENTER,All,HWY,,36.85,38.60,1.5,1.5,2,2,8.55,13.95,0.00,0.52,0.00
8/15/2018,Edgar,CEMENT MASON,All,BLD,,33.16,35.16,1.5,1.5,2,2,9.10,10.00,0.00,0.50,0.00
8/15/2018,Edgar,CEMENT MASON,All,HWY,,34.15,35.65,1.5,1.5,2,2,9.10,10.45,0.00,0.50,0.00
8/15/2018,Edgar,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,10.07,0.00,0.15,0.00
1/4/2019,Edgar,COMM SYSTEMS TECH,ALL,BLD,,28.10,30.91,1.5,1.5,2,2,7.05,6.63,0.00,0.00,0.00
8/15/2018,Edgar,ELECTRIC PWR EQMT OP,All,ALL,1,41.14,55.15,1.5,1.5,2,2,6.93,11.52,0.00,0.41,0.00
8/15/2018,Edgar,ELECTRIC PWR EQMT OP,All,ALL,2,36.70,55.15,1.5,1.5,2,2,6.93,10.28,0.00,0.37,0.00
8/15/2018,Edgar,ELECTRIC PWR GRNDMAN,All,ALL,,30.17,55.15,1.5,1.5,2,2,6.93,8.45,0.00,0.30,0.00
8/15/2018,Edgar,ELECTRIC PWR LINEMAN,All,ALL,,51.65,55.15,1.5,1.5,2,2,6.93,14.46,0.00,0.52,0.00
1/4/2019,Edgar,ELECTRICIAN,ALL,BLD,,36.22,38.76,1.5,1.5,2,2,7.75,10.87,0.00,0.52,0.00
8/15/2018,Edgar,FENCE ERECTOR,ALL,ALL,,37.34,39.34,1.5,1.5,2,2,13.05,12.06,0.00,0.30,
8/15/2018,Edgar,GLAZIER,ALL,BLD,,26.26,27.76,1.5,1.5,2,2,6.41,7.66,0.00,0.35,
8/15/2018,Edgar,HT/FROST INSULATOR,ALL,BLD,,31.23,32.23,1.5,1.5,2,2,7.51,6.16,0.00,0.25,
8/15/2018,Edgar,IRON WORKER,All,ALL,,32.86,34.76,1.5,1.5,2,2,11.14,12.09,0.00,1.11,0.00
4/5/2019,Edgar,LABORER,All,BLD,,28.09,29.34,1.5,1.5,2,2,6.30,16.86,0.00,0.80,0.00
4/18/2019,Edgar,LABORER,All,HWY,,29.65,30.65,1.5,1.5,2,2,6.30,17.88,0.00,0.80,0.00
8/15/2018,Edgar,LATHER,All,BLD,,36.49,38.74,1.5,1.5,2,2,8.55,13.25,0.00,0.54,0.00
8/15/2018,Edgar,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Edgar,MARBLE FINISHERS,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Edgar,MARBLE MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Edgar,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Edgar,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
4/5/2019,Edgar,OPERATING ENGINEER,All,ALL,1,42.00,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
8/15/2018,Edgar,OPERATING ENGINEER,All,ALL,2,25.90,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
8/15/2018,Edgar,OPERATING ENGINEER,ALL,ALL,3,41.00,42.00,1.5,1.5,2,2,9.00,10.35,0.00,1.00,
8/15/2018,Edgar,PAINTER,All,ALL,,27.30,28.80,1.5,1.5,2,2,7.97,11.50,0.00,0.60,0.00
8/15/2018,Edgar,PILEDRIVER,All,BLD,,37.49,39.74,1.5,1.5,2,2,8.55,13.25,0.00,0.54,0.00
8/15/2018,Edgar,PILEDRIVER,All,HWY,,36.85,38.60,1.5,1.5,2,2,8.55,13.95,0.00,0.52,0.00
8/15/2018,Edgar,PIPEFITTER,ALL,ALL, ,37.03,39.81,1.5,1.5,2,2,7.05,6.63,0.00,0.70,
8/15/2018,Edgar,PLASTERER,All,BLD,,32.85,34.85,1.5,1.5,2,2,9.10,12.05,0.00,0.50,0.00
8/15/2018,Edgar,PLUMBER,ALL,ALL, ,37.03,39.81,1.5,1.5,2,2,7.05,6.63,0.00,0.70,
4/5/2019,Edgar,ROOFER,All,BLD,,31.60,33.10,1.5,1.5,2,2,9.25,8.40,0.00,0.27,0.00
8/15/2018,Edgar,SHEETMETAL WORKER,All,BLD,,31.39,,1.5,1.5,2,2,7.35,7.69,0.00,1.09,0.00
8/15/2018,Edgar,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Edgar,STONE MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Edgar,TERRAZZO FINISHER,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Edgar,TERRAZZO MASON,ALL,BLD,,31.98,31.98,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Edgar,TILE LAYER,ALL,BLD,,34.10,36.35,1.5,1.5,2,2,8.00,10.25,0.00,0.52,
8/15/2018,Edgar,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,10.07,0.00,0.15,0.00
8/15/2018,Edgar,TRUCK DRIVER,ALL,ALL,1,28.95,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,All,ALL,2,37.60,,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Edgar,TRUCK DRIVER,ALL,ALL,3,29.35,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,ALL,4,29.55,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,ALL,5,30.55,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,O&C,1,23.16,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,O&C,2,23.48,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,O&C,3,23.84,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,O&C,4,23.64,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TRUCK DRIVER,ALL,O&C,5,24.44,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edgar,TUCKPOINTER,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Edwards,ASBESTOS ABT-GEN,All,ALL,,28.21,28.66,1.5,1.5,2,2,7.28,15.15,0.00,0.90,0.00
8/15/2018,Edwards,ASBESTOS ABT-MEC,ALL,BLD,,22.40,23.40,1.5,1.5,2,2,6.80,6.55,0.00,0.50,
8/15/2018,Edwards,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
8/15/2018,Edwards,BRICK MASON,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
8/15/2018,Edwards,CARPENTER,All,BLD,,36.11,37.61,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,CARPENTER,All,HWY,,35.90,37.65,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
4/5/2019,Edwards,CEMENT MASON,All,BLD,,30.25,31.75,1.5,1.5,2,2,9.10,7.63,0.00,0.50,0.00
8/15/2018,Edwards,CEMENT MASON,All,HWY,,29.22,30.72,1.5,1.5,2,2,9.10,8.06,0.00,0.30,0.00
8/15/2018,Edwards,CERAMIC TILE FNSHER,ALL,BLD,,29.20,29.20,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Edwards,ELECTRIC PWR EQMT OP,All,ALL,1,41.14,55.15,1.5,1.5,2,2,6.93,11.52,0.00,0.41,0.00
8/15/2018,Edwards,ELECTRIC PWR EQMT OP,All,ALL,2,36.70,55.15,1.5,1.5,2,2,6.93,10.28,0.00,0.37,0.00
8/15/2018,Edwards,ELECTRIC PWR GRNDMAN,All,ALL,,30.17,55.15,1.5,1.5,2,2,6.93,8.45,0.00,0.30,0.00
8/15/2018,Edwards,ELECTRIC PWR LINEMAN,All,ALL,,51.65,55.15,1.5,1.5,2,2,6.93,14.46,0.00,0.52,0.00
8/15/2018,Edwards,ELECTRICIAN,All,ALL,,43.56,45.81,1.5,1.5,2,2,8.64,12.64,0.00,0.86,0.00
4/5/2019,Edwards,ELECTRONIC SYS TECH,All,BLD,,34.58,36.58,1.5,1.5,2,2,7.74,5.19,0.00,0.40,0.00
11/30/2018,Edwards,ELEVATOR CONSTRUCTOR,All,BLD,,48.54,54.61,2,2,2,2,15.43,16.61,3.88,0.61,0.00
8/15/2018,Edwards,FLOOR LAYER,All,BLD,,33.43,34.18,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,GLAZIER,ALL,BLD,,27.23,29.43,1.5,1.5,2,2,6.22,6.95,0.00,0.40,
8/15/2018,Edwards,HT/FROST INSULATOR,ALL,BLD,,29.99,30.99,1.5,1.5,2,2,5.05,10.09,0.00,0.28,
8/15/2018,Edwards,IRON WORKER,All,ALL,,28.66,30.66,1.5,1.5,2,2,9.11,12.98,0.00,0.35,0.00
8/15/2018,Edwards,LABORER,All,BLD,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
8/15/2018,Edwards,LABORER,All,HWY,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
8/15/2018,Edwards,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Edwards,MARBLE FINISHERS,ALL,BLD,,29.20,29.20,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Edwards,MARBLE MASON,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
8/15/2018,Edwards,MILLWRIGHT,All,BLD,,36.11,37.61,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,MILLWRIGHT,All,HWY,,35.90,37.65,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,OPERATING ENGINEER,All,ALL,1,42.00,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
8/15/2018,Edwards,OPERATING ENGINEER,ALL,ALL,2,25.35,42.00,1.5,1.5,2,2,9.00,10.35,0.00,1.00,
8/15/2018,Edwards,OPERATING ENGINEER,All,ALL,3,25.90,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
8/15/2018,Edwards,PAINTER,ALL,BLD,,26.45,27.95,1.5,1.5,2,2,6.75,6.30,0.00,0.40,
8/15/2018,Edwards,PAINTER,ALL,HWY,,27.60,29.10,1.5,1.5,2,2,6.75,6.30,0.00,0.40,
8/15/2018,Edwards,PAINTER OVER 30FT,ALL,BLD,,27.20,28.70,1.5,1.5,2,2,6.75,6.30,0.00,0.40,
8/15/2018,Edwards,PAINTER PWR EQMT,ALL,BLD,,27.45,28.95,1.5,1.5,2,2,6.75,6.30,0.00,0.40,
8/15/2018,Edwards,PAINTER PWR EQMT,ALL,HWY,,28.60,30.10,1.5,1.5,2,2,6.75,6.30,0.00,0.40,
8/15/2018,Edwards,PILEDRIVER,All,BLD,,36.11,37.61,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,PILEDRIVER,All,HWY,,35.90,37.65,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Edwards,PIPEFITTER,ALL,BLD,,35.35,37.47,1.5,1.5,2,2,7.95,8.87,0.00,0.82,
8/15/2018,Edwards,PLASTERER,All,BLD,,30.25,31.75,1.5,1.5,2,2,9.10,7.63,0.00,0.50,0.00
8/15/2018,Edwards,PLUMBER,All,BLD,,35.35,,1.5,2,2,2,3.10,0.00,1.72,0.00,12.82
8/15/2018,Edwards,ROOFER,ALL,BLD,,28.80,30.80,1.5,1.5,2,2,7.50,6.05,0.00,0.54,
8/15/2018,Edwards,SHEETMETAL WORKER,All,ALL,,34.27,35.77,1.5,1.5,2,2,9.25,8.84,2.06,0.54,0.00
8/15/2018,Edwards,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Edwards,STONE MASON,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
8/15/2018,Edwards,TERRAZZO FINISHER,ALL,BLD,,29.20,29.20,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Edwards,TILE MASON,ALL,BLD,,30.70,32.54,1.5,1.5,2,2,8.75,9.24,0.00,0.80,
8/15/2018,Edwards,TRUCK DRIVER,ALL,ALL,1,28.95,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edwards,TRUCK DRIVER,ALL,ALL,2,29.35,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edwards,TRUCK DRIVER,ALL,ALL,3,29.55,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edwards,TRUCK DRIVER,ALL,ALL,4,29.80,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edwards,TRUCK DRIVER,ALL,ALL,5,30.55,0.00,1.5,1.5,2,2,9.30,2.90,0.00,0.25,
8/15/2018,Edwards,TUCKPOINTER,All,BLD,,30.92,32.78,1.5,1.5,2,2,9.10,9.67,0.00,0.85,0.00
4/5/2019,Effingham,ASBESTOS ABT-GEN,All,ALL,,28.21,28.66,1.5,1.5,2,2,7.28,15.15,0.00,0.90,0.00
8/15/2018,Effingham,ASBESTOS ABT-MEC,ALL,BLD,,22.40,23.40,1.5,1.5,2,2,6.80,6.55,0.00,0.50,
8/15/2018,Effingham,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
8/15/2018,Effingham,BRICK MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
4/5/2019,Effingham,CARPENTER,All,BLD,,32.59,34.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
4/5/2019,Effingham,CARPENTER,All,HWY,,31.66,33.41,1.5,1.5,2,2,8.55,17.15,0.00,0.52,0.00
4/5/2019,Effingham,CEMENT MASON,All,BLD,,33.16,35.16,1.5,1.5,2,2,9.10,10.00,0.00,0.50,0.00
4/5/2019,Effingham,CEMENT MASON,All,HWY,,29.22,30.72,1.5,1.5,2,2,9.10,8.06,0.00,0.30,0.00
8/15/2018,Effingham,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,10.07,0.00,0.15,0.00
8/15/2018,Effingham,ELECTRIC PWR EQMT OP,All,ALL,1,41.14,55.15,1.5,1.5,2,2,6.93,11.52,0.00,0.41,0.00
8/15/2018,Effingham,ELECTRIC PWR EQMT OP,All,ALL,2,36.70,55.15,1.5,1.5,2,2,6.93,10.28,0.00,0.37,0.00
8/15/2018,Effingham,ELECTRIC PWR GRNDMAN,All,ALL,,30.17,55.15,1.5,1.5,2,2,6.93,8.45,0.00,0.30,0.00
4/5/2019,Effingham,ELECTRIC PWR LINEMAN,All,ALL,,51.65,55.15,1.5,1.5,2,2,6.93,14.46,0.00,0.52,0.00
4/5/2019,Effingham,ELECTRICIAN,N,BLD,,37.00,40.70,1.5,1.5,2,2,7.40,10.36,0.00,0.56,0.00
4/5/2019,Effingham,ELECTRICIAN,S,ALL,,43.56,45.81,1.5,1.5,2,2,8.64,12.64,0.00,0.86,0.00
4/5/2019,Effingham,ELECTRONIC SYS TECH,N,BLD,,33.55,35.55,1.5,1.5,2,2,7.05,7.00,0.00,0.40,0.00
8/15/2018,Effingham,ELECTRONIC SYS TECH,S,BLD,,34.58,36.58,1.5,1.5,2,2,7.74,5.19,0.00,0.40,0.00
8/15/2018,Effingham,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
4/5/2019,Effingham,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
8/15/2018,Effingham,HT/FROST INSULATOR,All,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,0.00,0.70,0.00
4/5/2019,Effingham,IRON WORKER,All,ALL,,32.25,34.25,1.5,1.5,2,2,9.71,16.25,0.00,0.42,0.00
8/15/2018,Effingham,IRON WORKER,All,HWY,,33.11,34.86,1.5,1.5,2,2,34.86,15.59,0.00,0.70,
4/18/2019,Effingham,LABORER,All,BLD,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
4/5/2019,Effingham,LABORER,All,HWY,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
8/15/2018,Effingham,LATHER,All,BLD,,32.59,34.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
8/15/2018,Effingham,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Effingham,MARBLE FINISHERS,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Effingham,MARBLE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Effingham,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Effingham,MILLWRIGHT,All,HWY,,35.00,36.75,1.5,1.5,2,2,8.55,18.67,0.00,0.52,0.00
4/5/2019,Effingham,OPERATING ENGINEER,All,ALL,1,41.00,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
4/5/2019,Effingham,OPERATING ENGINEER,All,ALL,2,25.90,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
4/5/2019,Effingham,OPERATING ENGINEER,All,ALL,3,42.00,43.00,1.5,1.5,2,2,9.60,10.50,0.00,1.05,0.00
8/15/2018,Effingham,PAINTER,All,ALL,,27.30,28.80,1.5,1.5,2,2,7.97,11.50,0.00,0.60,0.00
8/15/2018,Effingham,PILEDRIVER,All,BLD,,33.59,35.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
8/15/2018,Effingham,PILEDRIVER,All,HWY,,31.66,33.41,1.5,1.5,2,2,8.55,17.15,0.00,0.52,0.00
11/5/2018,Effingham,PIPEFITTER,All,BLD,,43.59,46.09,1.5,1.5,2,2,7.25,10.25,0.00,2.03,0.00
8/15/2018,Effingham,PLASTERER,All,BLD,,32.85,34.85,1.5,1.5,2,2,9.10,12.05,0.00,0.50,0.00
1/18/2019,Effingham,PLUMBER,All,BLD,,43.59,46.09,1.5,1.5,2,2,7.25,10.25,0.00,2.03,0.00
8/15/2018,Effingham,ROOFER,All,BLD,,28.57,31.59,1.5,1.5,2,2,10.80,8.66,0.00,0.65,0.00
8/15/2018,Effingham,SHEETMETAL WORKER,All,ALL,,34.27,35.77,1.5,1.5,2,2,9.25,8.84,2.06,0.54,0.00
8/15/2018,Effingham,SPRINKLER FITTER,All,BLD,,45.62,45.62,1.5,1.5,2,2,9.67,9.80,0.00,0.77,0.00
8/15/2018,Effingham,STONE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Effingham,TERRAZZO FINISHER,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Effingham,TERRAZZO MASON,ALL,BLD,,31.98,31.98,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Effingham,TILE LAYER,All,BLD,,30.70,,1.5,1.5,2,1.5,0.00,0.00,0.00,0.00,22.17
8/15/2018,Effingham,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,10.07,0.00,0.15,0.00
8/15/2018,Effingham,TRUCK DRIVER,All,ALL,1,37.06,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Effingham,TRUCK DRIVER,All,ALL,2,37.60,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Effingham,TRUCK DRIVER,All,ALL,3,37.85,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
4/5/2019,Effingham,TRUCK DRIVER,All,ALL,4,38.20,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Effingham,TRUCK DRIVER,All,ALL,5,39.21,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Effingham,TUCKPOINTER,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
4/5/2019,Fayette,ASBESTOS ABT-GEN,All,ALL,,28.21,28.66,1.5,1.5,2,2,7.28,15.15,0.00,0.90,0.00
8/15/2018,Fayette,ASBESTOS ABT-MEC,All,BLD,,31.56,32.56,1.5,1.5,2,2,8.25,3.00,0.00,0.00,
8/15/2018,Fayette,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
4/5/2019,Fayette,BRICK MASON,All,BLD,,33.13,35.12,1.5,1.5,2,2,8.75,12.44,0.00,0.85,0.00
4/5/2019,Fayette,CARPENTER,All,BLD,,36.11,37.61,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
10/26/2018,Fayette,CARPENTER,All,HWY,,35.90,37.65,1.5,1.5,2,2,7.25,9.25,1.00,0.50,0.00
4/5/2019,Fayette,CEMENT MASON,All,BLD,,30.25,31.75,1.5,1.5,2,2,9.10,7.63,0.00,0.50,0.00
4/5/2019,Fayette,CEMENT MASON,All,HWY,,29.22,30.72,1.5,1.5,2,2,9.10,8.06,0.00,0.30,0.00
8/15/2018,Fayette,CERAMIC TILE FNSHER,All,BLD,,27.48,0.00,1.5,1.5,2,2,6.45,5.70,0.00,0.58,
8/15/2018,Fayette,ELECTRIC PWR EQMT OP,All,ALL,1,41.14,55.15,1.5,1.5,2,2,6.93,11.52,0.00,0.41,0.00
8/15/2018,Fayette,ELECTRIC PWR EQMT OP,All,ALL,2,36.70,55.15,1.5,1.5,2,2,6.93,10.28,0.00,0.37,0.00
8/15/2018,Fayette,ELECTRIC PWR GRNDMAN,All,ALL,,30.17,55.15,1.5,1.5,2,2,6.93,8.45,0.00,0.30,0.00
4/5/2019,Fayette,ELECTRIC PWR LINEMAN,All,ALL,,51.65,55.15,1.5,1.5,2,2,6.93,14.46,0.00,0.52,0.00
12/21/2018,Fayette,ELECTRICIAN,N,BLD,,37.00,40.70,1.5,1.5,2,2,7.40,10.36,0.00,0.56,0.00
4/5/2019,Fayette,ELECTRICIAN,S,ALL,,43.56,45.81,1.5,1.5,2,2,8.64,12.64,0.00,0.86,0.00
4/5/2019,Fayette,ELECTRONIC SYS TECH,All,BLD,,34.58,36.58,1.5,1.5,2,2,7.74,5.19,0.00,0.40,0.00
8/15/2018,Fayette,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Fayette,FLOOR LAYER,All,BLD,,33.43,34.18,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Fayette,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Fayette,HT/FROST INSULATOR,All,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
4/5/2019,Fayette,IRON WORKER,All,ALL,,32.25,34.25,1.5,1.5,2,2,9.71,16.25,0.00,0.42,0.00
4/5/2019,Fayette,LABORER,All,BLD,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
4/5/2019,Fayette,LABORER,All,HWY,,27.21,27.66,1.5,1.5,2,2,7.28,15.15,0.00,0.80,0.00
8/15/2018,Fayette,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Fayette,MARBLE FINISHERS,All,BLD,,27.48,0.00,1.5,1.5,2,2,6.45,5.70,0.00,0.58,
8/15/2018,Fayette,MARBLE MASON,All,BLD,,33.13,33.13,1.5,1.5,2,2,8.75,12.44,0.00,0.15,0.00
8/15/2018,Fayette,MILLWRIGHT,All,BLD,,36.11,37.61,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
8/15/2018,Fayette,MILLWRIGHT,All,HWY,,35.90,37.65,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
12/7/2018,Fayette,OPERATING ENGINEER,All,BLD,1,37.70,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,2,36.57,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,3,32.09,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,4,32.15,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,5,31.82,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,6,40.25,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,7,40.55,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,8,40.83,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,BLD,9,38.70,40.70,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
1/11/2019,Fayette,OPERATING ENGINEER,All,HWY,1,36.20,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
1/18/2019,Fayette,OPERATING ENGINEER,All,HWY,2,35.07,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,HWY,3,30.59,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,HWY,4,30.65,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,HWY,5,30.32,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,HWY,6,38.75,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
8/15/2018,Fayette,OPERATING ENGINEER,All,HWY,7,39.05,39.20,1.5,1.5,2,2,12.35,18.00,0.00,1.00,0.00
