Effective Date,County,Trade Title,Region,Type,Class,Base Wage,Foreman Wage,OT M-F,OT Sa,OT Su,OT Hol,H/W,Pension,Vacation,Training,Other Fringe Benefit
8/15/2018,Schuyler,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
8/15/2018,Schuyler,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Schuyler,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Schuyler,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Schuyler,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
4/5/2019,Schuyler,ELECTRICIAN,All,BLD,,30.41,32.91,1.5,1.5,2,2,7.30,9.62,0.00,0.80,0.00
8/15/2018,Schuyler,ELECTRONIC SYS TECH,All,BLD,,28.25,30.25,1.5,1.5,2,2,7.35,12.00,0.00,0.40,0.00
8/15/2018,Schuyler,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Schuyler,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Schuyler,HT/FROST INSULATOR,ALL,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
8/15/2018,Schuyler,IRON WORKER,All,BLD,,31.64,33.64,1.5,1.5,2,2,9.82,15.16,0.00,0.70,0.00
8/15/2018,Schuyler,IRON WORKER,All,HWY,,33.11,34.86,1.5,1.5,2,2,9.82,16.07,0.00,0.70,0.00
8/15/2018,Schuyler,LABORER,All,BLD,,26.22,27.97,1.5,1.5,2,2,9.25,13.00,0.00,0.80,0.00
4/5/2019,Schuyler,LABORER,All,HWY,,28.50,30.00,1.5,1.5,2,2,9.25,14.00,0.00,0.80,0.00
8/15/2018,Schuyler,LATHER,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Schuyler,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Schuyler,MARBLE FINISHERS,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Schuyler,MARBLE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Schuyler,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Schuyler,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,BLD,1,36.79,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,BLD,2,34.32,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,BLD,3,30.53,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,BLD,4,38.36,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
1/4/2019,Schuyler,OPERATING ENGINEER,All,HWY,1,42.77,,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,HWY,2,38.17,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,HWY,3,31.09,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,OPERATING ENGINEER,All,HWY,4,44.38,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Schuyler,PAINTER,All,ALL,,36.10,38.10,1.5,1.5,1.5,1.5,11.55,8.20,0.00,1.35,0.00
8/15/2018,Schuyler,PILEDRIVER,All,BLD,,33.24,35.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Schuyler,PILEDRIVER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Schuyler,PIPEFITTER,E,BLD,,39.50,43.85,1.5,1.5,2,2,7.25,12.78,0.00,1.16,0.00
8/15/2018,Schuyler,PIPEFITTER,W,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
8/15/2018,Schuyler,PLASTERER,All,BLD,,32.00,33.75,1.5,1.5,2,2,8.65,13.75,0.00,0.80,0.00
8/15/2018,Schuyler,PLUMBER,E,BLD,,36.12,39.37,1.5,1.5,2,2,7.25,14.96,0.00,1.00,0.00
8/15/2018,Schuyler,PLUMBER,W,ALL,,39.60,43.56,1.5,1.5,2,2,7.05,14.35,0.00,1.34,0.00
8/15/2018,Schuyler,ROOFER,All,BLD,,31.50,34.65,1.5,1.5,2,2,9.00,9.70,0.00,0.30,0.00
4/5/2019,Schuyler,SHEETMETAL WORKER,All,BLD,,35.15,38.55,1.5,1.5,2,2,9.20,14.98,0.00,0.80,0.00
8/15/2018,Schuyler,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Schuyler,STONE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Schuyler,TERRAZZO FINISHER,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Schuyler,TERRAZZO MASON,ALL,BLD,,31.98,31.98,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Schuyler,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,ALL,1,37.16,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,ALL,2,37.69,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,ALL,3,37.98,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,ALL,4,38.30,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,ALL,5,39.32,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,O&C,1,29.73,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,O&C,2,30.15,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,O&C,3,30.38,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,O&C,4,30.64,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TRUCK DRIVER,All,O&C,5,31.46,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Schuyler,TUCKPOINTER,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Scott,ASBESTOS ABT-GEN,All,BLD,,29.55,30.80,1.5,1.5,2,2,6.30,16.66,0.00,0.90,0.00
8/15/2018,Scott,ASBESTOS ABT-MEC,ALL,BLD,,31.56,32.56,1.5,1.5,2,2,8.25,3.00,0.00,0.00,
8/15/2018,Scott,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
8/15/2018,Scott,BRICK MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Scott,CARPENTER,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Scott,CARPENTER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Scott,CEMENT MASON,ALL,BLD,,30.00,31.50,1.5,1.5,2,2,8.75,10.87,0.00,0.85,
8/15/2018,Scott,CEMENT MASON,All,HWY,,29.00,30.25,1.5,1.5,2,2,9.10,13.26,0.00,0.65,0.00
8/15/2018,Scott,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
8/15/2018,Scott,ELECTRIC PWR EQMT OP,All,ALL,,45.09,56.52,1.5,1.5,2,2,7.10,12.62,0.00,0.45,0.00
8/15/2018,Scott,ELECTRIC PWR GRNDMAN,All,ALL,,30.81,56.52,1.5,1.5,2,2,6.67,8.62,0.00,0.31,0.00
8/15/2018,Scott,ELECTRIC PWR LINEMAN,All,ALL,,50.11,56.52,1.5,1.5,2,2,7.25,14.03,0.00,0.50,0.00
8/15/2018,Scott,ELECTRIC PWR TRK DRV,All,ALL,,32.32,56.52,1.5,1.5,2,2,6.72,9.05,0.00,0.32,0.00
12/14/2018,Scott,ELECTRICIAN,All,BLD,,35.34,37.34,1.5,1.5,2,2,7.58,10.61,0.00,0.40,0.00
4/5/2019,Scott,ELECTRONIC SYS TECH,All,BLD,,31.60,33.60,1.5,1.5,2,2,7.05,8.95,0.00,0.40,0.00
8/15/2018,Scott,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Scott,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Scott,HT/FROST INSULATOR,ALL,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
8/15/2018,Scott,IRON WORKER,All,BLD,,31.64,33.64,1.5,1.5,2,2,9.82,15.16,0.00,0.70,0.00
8/15/2018,Scott,IRON WORKER,All,HWY,,33.11,34.86,1.5,1.5,2,2,9.82,16.07,0.00,0.70,0.00
8/15/2018,Scott,LABORER,All,BLD,,27.05,28.30,1.5,1.5,2,2,6.30,16.66,0.00,0.80,0.00
4/5/2019,Scott,LABORER,All,HWY,,29.38,30.13,1.5,1.5,2,2,6.30,16.96,0.00,0.80,0.00
8/15/2018,Scott,LATHER,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Scott,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Scott,MARBLE FINISHERS,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Scott,MARBLE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Scott,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Scott,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
1/4/2019,Scott,OPERATING ENGINEER,All,BLD,1,36.79,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Scott,OPERATING ENGINEER,All,BLD,2,34.32,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Scott,OPERATING ENGINEER,All,BLD,3,30.53,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Scott,OPERATING ENGINEER,All,BLD,4,38.36,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
4/5/2019,Scott,OPERATING ENGINEER,All,HWY,1,42.77,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
4/5/2019,Scott,OPERATING ENGINEER,All,HWY,2,38.17,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Scott,OPERATING ENGINEER,All,HWY,3,31.09,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Scott,OPERATING ENGINEER,All,HWY,4,44.38,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
2/15/2019,Scott,PAINTER,All,ALL,,31.13,32.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Scott,PAINTER OVER 30FT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
4/5/2019,Scott,PAINTER PWR EQMT,All,ALL,,32.13,33.63,1.5,1.5,2,2,5.90,10.63,0.00,0.65,0.00
8/15/2018,Scott,PILEDRIVER,All,BLD,,33.24,35.49,1.5,1.5,2,2,8.55,17.50,0.00,0.54,0.00
8/15/2018,Scott,PILEDRIVER,All,HWY,,33.30,35.05,1.5,1.5,2,2,8.55,17.50,0.00,0.52,0.00
8/15/2018,Scott,PIPEFITTER,All,BLD,,42.35,46.35,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Scott,PLASTERER,All,BLD,,32.00,33.75,1.5,1.5,2,2,8.65,13.75,0.00,0.80,0.00
1/4/2019,Scott,PLUMBER,All,BLD,,42.35,46.35,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Scott,ROOFER,All,BLD,,30.70,33.20,1.5,1.5,2,2,10.40,9.25,0.00,0.53,0.00
11/9/2018,Scott,SHEETMETAL WORKER,All,BLD,,35.15,38.55,1.5,1.5,2,2,9.20,14.98,0.00,0.80,0.00
8/15/2018,Scott,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Scott,STONE MASON,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
8/15/2018,Scott,TERRAZZO FINISHER,ALL,BLD,,30.48,30.48,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Scott,TERRAZZO MASON,ALL,BLD,,31.98,31.98,1.5,1.5,2,2,8.57,8.58,0.00,0.10,
8/15/2018,Scott,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,8.71,0.00,0.15,0.00
12/14/2018,Scott,TRUCK DRIVER,All,ALL,1,37.16,,1.5,1.5,2,2,12.65,6.35,0.00,0.25,18.51
4/5/2019,Scott,TRUCK DRIVER,All,ALL,2,37.69,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Scott,TRUCK DRIVER,All,ALL,3,37.98,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
12/14/2018,Scott,TRUCK DRIVER,All,ALL,4,38.30,,1.5,1.5,2,2,12.65,6.35,0.00,0.25,18.51
8/15/2018,Scott,TRUCK DRIVER,All,ALL,5,39.32,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
12/14/2018,Scott,TRUCK DRIVER,All,O&C,1,29.73,,1.5,1.5,2,2,12.65,6.35,0.00,0.25,18.51
12/14/2018,Scott,TRUCK DRIVER,All,O&C,2,30.15,,1.5,1.5,2,2,12.65,6.35,0.00,0.25,18.51
8/15/2018,Scott,TRUCK DRIVER,All,O&C,3,30.38,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
12/14/2018,Scott,TRUCK DRIVER,All,O&C,4,30.64,,1.5,1.5,2,2,12.65,6.35,0.00,0.25,18.51
8/15/2018,Scott,TRUCK DRIVER,All,O&C,5,31.46,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Scott,TUCKPOINTER,All,BLD,,30.29,31.80,1.5,1.5,2,2,9.10,11.18,0.00,0.85,0.00
4/5/2019,Shelby,ASBESTOS ABT-GEN,All,BLD,,30.59,31.84,1.5,1.5,2,2,6.30,16.86,0.00,0.90,0.00
8/15/2018,Shelby,ASBESTOS ABT-MEC,ALL,BLD,,31.56,32.56,1.5,1.5,2,2,8.25,3.00,0.00,0.00,
8/15/2018,Shelby,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
8/15/2018,Shelby,BRICK MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
4/5/2019,Shelby,CARPENTER,All,BLD,,32.59,34.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
4/5/2019,Shelby,CARPENTER,All,HWY,,33.65,35.40,1.5,1.5,2,2,8.55,17.15,0.00,0.52,0.00
8/15/2018,Shelby,CEMENT MASON,All,BLD,,33.16,35.16,1.5,1.5,2,2,9.10,10.00,0.00,0.50,0.00
4/5/2019,Shelby,CEMENT MASON,All,HWY,,34.15,35.65,1.5,1.5,2,2,9.10,10.45,0.00,0.50,0.00
8/15/2018,Shelby,CERAMIC TILE FNSHER,All,BLD,,31.03,31.03,1.5,1.5,2,2,9.10,10.29,0.00,0.15,0.00
8/15/2018,Shelby,ELECTRIC PWR EQMT OP,All,ALL,1,41.14,55.15,1.5,1.5,2,2,6.93,11.52,0.00,0.41,0.00
8/15/2018,Shelby,ELECTRIC PWR EQMT OP,All,ALL,2,36.70,55.15,1.5,1.5,2,2,6.93,10.28,0.00,0.37,0.00
8/15/2018,Shelby,ELECTRIC PWR GRNDMAN,All,ALL,,30.17,55.15,1.5,1.5,2,2,6.93,8.45,0.00,0.30,0.00
8/15/2018,Shelby,ELECTRIC PWR LINEMAN,All,ALL,,51.65,55.15,1.5,1.5,2,2,6.93,14.46,0.00,0.52,0.00
4/5/2019,Shelby,ELECTRICIAN,All,BLD,,37.00,40.70,1.5,1.5,2,2,7.40,10.36,0.00,0.56,0.00
4/5/2019,Shelby,ELECTRONIC SYS TECH,All,BLD,,33.55,35.55,1.5,1.5,2,2,7.05,7.00,0.00,0.40,0.00
8/15/2018,Shelby,ELEVATOR CONSTRUCTOR,All,BLD,,44.78,50.38,2,2,2,2,15.43,16.61,3.58,0.61,0.00
8/15/2018,Shelby,GLAZIER,All,BLD,,35.91,37.91,1.5,1.5,2,2,6.25,10.20,0.00,0.68,0.00
11/16/2018,Shelby,HT/FROST INSULATOR,ALL,BLD,,38.70,39.70,1.5,1.5,2,2,10.26,12.21,3.90,0.70,0.00
8/15/2018,Shelby,IRON WORKER,All,BLD,,31.64,33.64,1.5,1.5,2,2,9.82,15.16,0.00,0.70,0.00
8/15/2018,Shelby,IRON WORKER,All,HWY,,33.11,34.86,1.5,1.5,2,2,9.82,16.07,0.00,0.70,0.00
8/15/2018,Shelby,LABORER,ALL,BLD,,28.09,29.34,1.5,1.5,2,2,6.30,15.58,0.00,0.80,
4/5/2019,Shelby,LABORER,All,HWY,,29.65,30.65,1.5,1.5,2,2,6.30,17.88,0.00,0.80,0.00
8/15/2018,Shelby,LATHER,All,BLD,,32.59,34.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
8/15/2018,Shelby,MACHINIST,All,BLD,,48.38,50.88,1.5,1.5,2,2,7.23,8.95,1.85,1.47,0.00
8/15/2018,Shelby,MARBLE FINISHERS,ALL,BLD,,30.70,30.70,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Shelby,MARBLE MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Shelby,MILLWRIGHT,All,BLD,,32.24,34.49,1.5,1.5,2,2,8.55,17.96,0.00,0.54,0.00
8/15/2018,Shelby,MILLWRIGHT,All,HWY,,34.98,36.73,1.5,1.5,2,2,8.55,18.52,0.00,0.52,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,BLD,1,36.79,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,BLD,2,34.32,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,BLD,3,30.53,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,BLD,4,38.36,38.36,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
1/4/2019,Shelby,OPERATING ENGINEER,All,HWY,1,42.77,,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,HWY,2,38.17,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,HWY,3,31.09,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,OPERATING ENGINEER,All,HWY,4,44.38,0.00,1.5,1.5,2,2,11.30,10.60,0.00,2.05,0.00
8/15/2018,Shelby,PAINTER,All,ALL,,29.00,30.50,1.5,1.5,2,2,6.30,12.30,0.00,0.70,0.00
8/15/2018,Shelby,PAINTER OVER 30FT,All,ALL,,30.00,31.50,1.5,1.5,2,2,6.30,12.30,0.00,0.70,0.00
8/15/2018,Shelby,PAINTER PWR EQMT,All,ALL,,29.75,31.25,1.5,1.5,2,2,6.30,12.30,0.00,0.70,0.00
8/15/2018,Shelby,PILEDRIVER,All,BLD,,33.59,35.84,1.5,1.5,2,2,8.55,17.15,0.00,0.54,0.00
8/15/2018,Shelby,PILEDRIVER,All,HWY,,33.65,35.40,1.5,1.5,2,2,8.55,17.15,0.00,0.52,0.00
8/15/2018,Shelby,PIPEFITTER,All,BLD,,37.97,41.97,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Shelby,PLASTERER,All,BLD,,32.85,34.85,1.5,1.5,2,2,9.10,12.05,0.00,0.50,0.00
8/15/2018,Shelby,PLUMBER,All,BLD,,37.97,41.97,1.5,1.5,2,2,7.25,10.51,0.00,1.11,0.00
8/15/2018,Shelby,ROOFER,All,BLD,,28.57,31.59,1.5,1.5,2,2,10.80,8.66,0.00,0.65,0.00
4/5/2019,Shelby,SHEETMETAL WORKER,All,BLD,,36.26,38.26,1.5,1.5,2,2,9.20,15.75,0.00,0.52,0.00
8/15/2018,Shelby,SPRINKLER FITTER,ALL,BLD,,37.12,39.87,1.5,1.5,2,2,8.42,8.50,0.00,0.35,
8/15/2018,Shelby,STONE MASON,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,Shelby,TERRAZZO FINISHER,ALL,BLD,,30.70,30.70,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Shelby,TERRAZZO MASON,ALL,BLD,,32.20,32.20,1.5,1.5,2,2,8.57,9.94,0.00,0.10,
8/15/2018,Shelby,TILE LAYER,ALL,BLD,,30.70,32.95,1.5,1.5,2,2,8.00,13.65,0.00,0.52,
8/15/2018,Shelby,TILE MASON,All,BLD,,32.53,32.53,1.5,1.5,2,2,9.10,10.29,0.00,0.15,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,ALL,1,37.06,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,ALL,2,37.60,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,ALL,3,37.85,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,ALL,4,38.20,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,ALL,5,39.21,41.07,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,O&C,1,29.65,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,O&C,2,30.08,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,O&C,3,30.28,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,O&C,4,30.56,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,E,O&C,5,31.37,32.86,1.5,1.5,2,2,12.65,6.12,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,ALL,1,37.16,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,ALL,2,37.69,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,ALL,3,37.98,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,ALL,4,38.30,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,ALL,5,39.32,41.17,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,O&C,1,29.73,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,O&C,2,30.15,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,O&C,3,30.38,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,O&C,4,30.64,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TRUCK DRIVER,W,O&C,5,31.46,32.94,1.5,1.5,2,2,12.65,6.35,0.00,0.25,0.00
8/15/2018,Shelby,TUCKPOINTER,All,BLD,,31.72,33.31,1.5,1.5,2,2,9.10,13.96,0.00,0.85,0.00
8/15/2018,St. Clair,ASBESTOS ABT-GEN,ALL,BLD,,31.29,31.79,1.5,1.5,2,2,8.25,13.40,0.00,0.80,
8/15/2018,St. Clair,ASBESTOS ABT-MEC,All,BLD,,31.94,32.44,1.5,1.5,2,2,8.25,14.05,0.00,0.80,0.00
8/15/2018,St. Clair,BOILERMAKER,All,BLD,,37.00,39.50,1.5,1.5,2,2,7.07,23.72,1.50,1.05,0.00
4/5/2019,St. Clair,BRICK MASON,All,BLD,,33.13,35.12,1.5,1.5,2,2,8.75,12.44,0.00,0.85,0.00
4/5/2019,St. Clair,CARPENTER,All,ALL,,38.85,40.35,1.5,1.5,2,2,7.25,9.25,0.00,0.50,0.00
3/1/2019,St. Clair,CEMENT MASON,All,ALL,,34.50,35.50,1.5,1.5,2,2,9.95,14.50,0.00,0.30,0.00
8/15/2018,St. Clair,CERAMIC TILE FNSHER,ALL,BLD,,27.48,0.00,1.5,1.5,2,2,6.45,5.70,0.00,0.58,
8/15/2018,St. Clair,ELECTRIC PWR EQMT OP,All,ALL,,44.09,53.15,1.5,1.5,2,2,6.95,12.34,0.00,0.44,0.00
8/15/2018,St. Clair,ELECTRIC PWR GRNDMAN,All,ALL,,32.91,53.15,1.5,1.5,2,2,5.19,9.22,0.00,0.33,0.00
